unani_herb__formulations,botanic_name,parts_used,temperament,ingredients,diseases,symptoms_relieved,dosage,treatment,unnamed:_9,unani_herb__formulations_ur,botanic_name_ur,parts_used_ur,temperament_ur,ingredients_ur,diseases_ur,symptoms_relieved_ur,dosage_ur,treatment_ur
"Golden Shower, Purging Cassia",cassia fistula l,not specified,hot dry,['data not available'],['adenopathy anorexia asthma'],['data not available'],500 mg to 1 gram,the herb formulation is used in the treatment of adenopathy anorexia asthma,,گولڈن شاور، کیسیا کو پاک کرنا,کاسی فسٹل I,مخصوص نہیں,گرم خشک,['دستیاب نہیں'],['ایڈنوپتی آنوریکسیا آسم'],['دستیاب نہیں'],500 مگرا سے 1 گرام تک,جڑی بوٹیوں کی تشکیل ایڈنپتی اینورکسیا آسم کے علاج میں استعمال کی جاتی ہے
Goldthread,coptis spp,not specified,hot wet,['data not available'],['adenopathy alcoholism alzheimer s 1'],['data not available'],7 to 12 grams,the herb formulation is used in the treatment of adenopathy alcoholism alzheimer s 1,,سونے کا تار,کپٹس ایس پی پی,مخصوص نہیں,گرم مٹی,['دستیاب نہیں'],['ایڈنپتی الزیمرز کی بیماری'],['دستیاب نہیں'],7 سے 12 گرام,جڑی بوٹیوں کی تشکیل ایڈنپتی الزیمرز کی بیماری کے علاج میں استعمال کی جاتی ہے
Goutweed,aegopodium podagraria l,not specified,hot dry,['data not available'],['arthrosis cancer cystosis'],['data not available'],1 2 gm,the herb formulation is used in the treatment of arthrosis cancer cystosis,,گٹواڈ,ایگپوڈیم پوڈگرریا,مخصوص نہیں,گرم خشک,['دستیاب نہیں'],['آرتروز کینسر کی سسٹوز'],['دستیاب نہیں'],12 گرام,ہرس کی تشکیل آرتروز کینسر کی سسٹوز کے علاج میں استعمال کی جاتی ہے
Grains-Of-Paradise,aframomum melegueta k schum,not specified,cold dry,['data not available'],['asthma backache bite'],['data not available'],3 5 gm,the herb formulation is used in the treatment of asthma backache bite,,جنت کے دانے,افراموم میلیگوتا کِ شُم,مخصوص نہیں,سرد خشک,['دستیاب نہیں'],['آسمہ کی پیٹھ کا درد کا کاٹنا'],['دستیاب نہیں'],3 5 جی ایم,جڑی بوٹیوں کی تشکیل آسمہ کے بیک بیک بیک کاٹنے کے علاج میں استعمال کی جاتی ہے
Granadilla,passiflora quadrangularis l,not specified,hot wet,['data not available'],['arthrosis bruise congestion dermatosis diabetes dysuria fracture'],['data not available'],2 4 gm,the herb formulation is used in the treatment of arthrosis bruise congestion dermatosis diabetes dysuria fracture,,گرینڈیل,پاسی فلوورا کوڈرنگولرس,مخصوص نہیں,گرم مٹی,['دستیاب نہیں'],['آرتروز بلیوز ڈیرماٹوزس ڈایبٹیز ڈیسوریا ٹوٹ'],['دستیاب نہیں'],24 گرام,جڑی بوٹیوں کی تشکیل جو آرتروزز کے علاج میں استعمال ہوتی ہے، زخموں کی کثافت، ڈیرماسٹوز، ذیابیطس ڈیسوریا فریکچر
Grape,vitis vinifera l,not specified,hot dry,['data not available'],['allergy alopecia alzheimer s ana'],['data not available'],5 10ml,the herb formulation is used in the treatment of allergy alopecia alzheimer s ana,,انگور,vitis vinifera I,مخصوص نہیں,گرم خشک,['دستیاب نہیں'],['الرجی الزیمر کی بیماری'],['دستیاب نہیں'],5 10 ملی لیٹر,ہربل فارمولاٹ الرجی ایلوپیسی الزیمر کے علاج میں استعمال کیا جاتا ہے
Grapefruit,citrus x paradisi macfad,not specified,hot dry,['data not available'],['anorexia bacteria bph cacoethes f'],['data not available'],2 3 gm,the herb formulation is used in the treatment of anorexia bacteria bph cacoethes f,,گریپ فروٹ,citrus x paradisi میکفڈ,مخصوص نہیں,گرم خشک,['دستیاب نہیں'],['بیفائی کیکوتھس بیفائی کیکوتھس بیفائی کیکوتھس بیفائی'],['دستیاب نہیں'],2 3 جی ایم,جڑی بوٹیوں کی تشکیل بی پی ایچ کیوٹیز کے انورکسیا بیکٹیریا کے علاج میں استعمال کی جاتی ہے
Grape Seed,vitis vinifera l,not specified,hot dry,['data not available'],['allergy alzheimer s anaphylaxis'],['data not available'],1 2 gm,the herb formulation is used in the treatment of allergy alzheimer s anaphylaxis,,انگور کی سیڑھی,vitis vinifera I,مخصوص نہیں,گرم خشک,['دستیاب نہیں'],['الرجی الزیمر اینافیلیکسس'],['دستیاب نہیں'],12 گرام,ہربل فارمولاٹ الرجی الزیمرز اینافیلیکسس کے علاج میں استعمال کیا جاتا ہے
Gravel Root,eupatorium purpureum l,not specified,hot dry,['data not available'],['arthrosis asthma bright s disease'],['data not available'],1 3 gm,the herb formulation is used in the treatment of arthrosis asthma bright s disease,,گھیری جڑ,ایوپاتوریم پورپوریوم,مخصوص نہیں,گرم خشک,['دستیاب نہیں'],['آرتروز آسما برائٹ کی بیماری'],['دستیاب نہیں'],13 گرام,ہربل فارمولاٹ ہارموس آسٹما برائٹ کی بیماری کے علاج میں استعمال کیا جاتا ہے
Gray Wallflower,erysimum diffusum ehrh,not specified,hot dry,['data not available'],['cardiopathy'],['data not available'],1 3g powder,the herb formulation is used in the treatment of cardiopathy,,گرے وال فلور,erysimum diffusum ehrh,مخصوص نہیں,گرم خشک,['دستیاب نہیں'],['دل کی بیماری'],['دستیاب نہیں'],1 3 گرام پاؤڈر,یہ جڑی بوٹیوں کی تشکیل دل کی بیماری کے علاج میں استعمال ہوتی ہے
Greater Periwinkle,vinca major l,not specified,cold wet,['data not available'],['bleeding cardiopathy congestion constipation convulsion cramp diarrhea'],['data not available'],1 2 gm,the herb formulation is used in the treatment of bleeding cardiopathy congestion constipation convulsion cramp diarrhea,,بڑا پیریونکل,وینکا میجر I,مخصوص نہیں,سرد گیلے,['دستیاب نہیں'],['خون بہنے والی دل کی بیماری، بھنگاری، قبضہ، کمپن، کمپن، اسہال'],['دستیاب نہیں'],12 گرام,جڑی بوٹی کی تشکیل خون بہنے والی دل کی بیماریوں کے علاج میں استعمال ہوتی ہے، قبضہ، کمپن، کمپن، اسہال
Greek Oregano,salvia fruticosa mill,not specified,hot dry,['data not available'],['bacteria candida cardiopathy'],['data not available'],1 3 gm,the herb formulation is used in the treatment of bacteria candida cardiopathy,,یونانی اوریگانو,سلویا فروٹکوسا مل,مخصوص نہیں,گرم خشک,['دستیاب نہیں'],['بیکٹیریا کینڈیڈا کارڈیپتی'],['دستیاب نہیں'],13 گرام,جڑی بوٹیوں کی تشکیل بیکٹیریا کینڈیڈا کارڈیپٹی کے علاج میں استعمال کی جاتی ہے
Green Hellebore,helleborus viridis l,not specified,cold dry,['data not available'],['cancer cancer spleen constipation 1 hhb'],['data not available'],1 3 gm,the herb formulation is used in the treatment of cancer cancer spleen constipation 1 hhb,,گرین ہیلبور,ہیلبورس ویریڈس I,مخصوص نہیں,سرد خشک,['دستیاب نہیں'],['کینسر کینسر پٹھہ قبضہ 1 hhb'],['دستیاب نہیں'],13 گرام,جڑی بوٹیوں کی تشکیل کینسر کینسر کے علاج میں استعمال کی جاتی ہے
Ground Ivy,glechoma hederacea l,not specified,hot dry,['data not available'],['adenopathy aging anemia asthma arthrosis backache bladder stone'],['data not available'],3 to 5 grams,the herb formulation is used in the treatment of adenopathy aging anemia asthma arthrosis backache bladder stone,,زمین کی آوی,گلیکوما ہیڈریسیا I,مخصوص نہیں,گرم خشک,['دستیاب نہیں'],['ایڈنپتی عمر رسیدہ انیمیا آسم آرتھروزس بیک پیسٹری بلڈری پتھر'],['دستیاب نہیں'],3 سے 5 گرام,جڑی بوٹیوں کی تشکیل ایڈنپتی عمر رسیدہ انیمیا آسما آرتروزس بیک پیسٹری بلڈ اسٹون کے علاج میں استعمال کی جاتی ہے
Groundsel,senecio vulgaris l,not specified,hot wet,['data not available'],['amenorrhea anemia bleeding f efs'],['data not available'],3 to 9 grams,the herb formulation is used in the treatment of amenorrhea anemia bleeding f efs,,گندم,سینسیو ولگاریس,مخصوص نہیں,گرم مٹی,['دستیاب نہیں'],['امینوریہ اینامیہ خونریزی'],['دستیاب نہیں'],3 سے 9 گرام,جڑی بوٹیوں کی تشکیل امینوریہ انیمیا خونریزی کے علاج میں استعمال کی جاتی ہے
Guaiacum,guaiacum officinale l,not specified,hot dry,['data not available'],['adenopathy amenorrhea angina'],['data not available'],1 2 gm,the herb formulation is used in the treatment of adenopathy amenorrhea angina,,گوائاکوم,گائیاکوم آفیشل I,مخصوص نہیں,گرم خشک,['دستیاب نہیں'],['ایڈنپتی امینوریہ اینجینا'],['دستیاب نہیں'],12 گرام,جڑی بوٹیوں کی تشکیل ایڈنپتی آمینوریہ اینجینا کے علاج میں استعمال ہوتی ہے
Guarana,paullinia cupana kunth,not specified,hot dry,['data not available'],['cardiopathy diarrhea dysentery f'],['data not available'],1 3 gm,the herb formulation is used in the treatment of cardiopathy diarrhea dysentery f,,گورنانا,paullinia cupana kunth,مخصوص نہیں,گرم خشک,['دستیاب نہیں'],['دل کی بیماری اسہال ڈسینٹری f'],['دستیاب نہیں'],13 گرام,جڑی بوٹیوں کی تشکیل دل کی بیماری، اسہال، ڈسینٹری کے علاج میں استعمال ہوتی ہے
Guava,psidium guajava l,not specified,cold dry,['data not available'],['aging bacteria bleeding'],['data not available'],5 to 7 grams,the herb formulation is used in the treatment of aging bacteria bleeding,,گاوہ,پیسیڈیم گوجاوا I,مخصوص نہیں,سرد خشک,['دستیاب نہیں'],['بوڑھے ہوئے بیکٹیریا خون بہنے'],['دستیاب نہیں'],5 سے 7 گرام,جڑی بوٹیوں کی عمر بڑھنے والے خون بہنے کے علاج میں استعمال کیا جاتا ہے
Hairy Strophanthus,strophanthus hispidus dc,not specified,hot dry,['data not available'],['alactea anuria anxiety'],['data not available'],5 to 7 grams,the herb formulation is used in the treatment of alactea anuria anxiety,,بالوں والی سٹرفنتھس,سٹرفینتھس ہسپڈس ڈی سی,مخصوص نہیں,گرم خشک,['دستیاب نہیں'],['الاکٹیہ انوریا کا اضطراب'],['دستیاب نہیں'],5 سے 7 گرام,جڑی بوٹیوں کی تشکیل کا استعمال الیکٹیا انوریا کی پریشانی کے علاج میں کیا جاتا ہے
Haronga,harungana madagascariensis lam ex poir,not specified,hot dry,['data not available'],['amenorrhea anorexia asthma'],['data not available'],3 to 5 grams,the herb formulation is used in the treatment of amenorrhea anorexia asthma,,ہارونگا,harungana madagascariensis lam ex poir,مخصوص نہیں,گرم خشک,['دستیاب نہیں'],['امینوریہ آنوریکسیا آسم'],['دستیاب نہیں'],3 سے 5 گرام,جڑی بوٹیوں کی تشکیل امینوریہ اور آنوریکسیا آسم کے علاج میں استعمال کی جاتی ہے
Hawthorn,crataegus spp,not specified,hot dry,['data not available'],['acne alzheimer s anemia angina atherosclerosis arrhythmia arthrosis bradycardia'],['data not available'],1 to 3 grams,the herb formulation is used in the treatment of acne alzheimer s anemia angina atherosclerosis arrhythmia arthrosis bradycardia,,ہاوتھورن,کریٹیگوس ایس پی پی,مخصوص نہیں,گرم خشک,['دستیاب نہیں'],['آکسیجن الزیمر کی انیمیا اینجینا ایتھروسکلروزس آریتھمیا آرتروزس بریڈیکارڈیا'],['دستیاب نہیں'],1 سے 3 گرام,جڑی بوٹیوں کی تشکیل ایچ ایچ ایچ ایچ ایچ ایچ ایچ ایچ ایچ ایچ ایچ ایچ ایچ ایچ ایچ ایچ ایچ ایچ ایچ ایچ ایچ ایچ ایچ ایچ ایچ ایچ ایچ ایچ ایچ ایچ ایچ ایچ ایچ ایچ ایچ ایچ ایچ ایچ ایچ ایچ ایچ ایچ ایچ ایچ ایچ ایچ ایچ ایچ ایچ ایچ ایچ ایچ ایچ ایچ ایچ ایچ ایچ ایچ ایچ ایچ ایچ ایچ ایچ ایچ ایچ ایچ ایچ ایچ ایچ ایچ ایچ ایچ ایچ ایچ ایچ ایچ ایچ ایچ ایچ ایچ ایچ ایچ ایچ ایچ ایچ ایچ ایچ ایچ ایچ ایچ ایچ ایچ ایچ ایچ ایچ ای
Heavenly Bamboo,nandina domestica thunb,not specified,cold wet,['data not available'],['abscess asthma bacteria'],['data not available'],5 to 7 grams,the herb formulation is used in the treatment of abscess asthma bacteria,,آسمانی بانس,نندینا ڈومیسٹیکا ٹونب,مخصوص نہیں,سرد گیلے,['دستیاب نہیں'],['بیٹریاں جو کہ آسمہ کے بیٹریاں ہیں'],['دستیاب نہیں'],5 سے 7 گرام,جڑی بوٹیوں کی تشکیل کو بیٹریوں کے علاج میں استعمال کیا جاتا ہے
